name,span,matches,innings,overs,maiden_overs,runs_conceded,wickets,best_bowling_figure,average,economy_rate,bowling_strike_rate,four_wickets_haul,five_wickets_haul,country
SSD Arachchige,2023-2024,5,2,7.0,0,28,1,1/18,28.0,4.0,42.0,0,0,SL
Arshad Ali,2004-2008,4,3,17.0,0,105,1,1/5,105.0,6.17,102.0,0,0,UAE
Arshad Laeeq,1994-1996,6,6,33.0,0,198,1,1/25,198.0,6.0,198.0,0,0,UAE
A Ashok,2023-2023,2,2,10.1,1,65,1,1/63,65.0,6.39,61.0,0,0,NZ
Asim Saeed,2004-2004,2,2,9.0,2,40,1,1/25,40.0,4.44,54.0,0,0,UAE
Azhar Hossain,1990-1990,4,4,26.0,1,135,1,1/33,135.0,5.19,156.0,0,0,BAN
DS Bajwa,2024-2024,1,1,3.0,0,14,1,1/14,14.0,4.66,18.0,0,0,CAN
KMC Bandara,2016-2016,1,1,10.0,0,83,1,1/83,83.0,8.3,60.0,0,0,SL
Basit Ali,1993-1996,50,2,5.0,0,21,1,1/17,21.0,4.2,30.0,0,0,PAK
RR Beaton,2017-2017,2,2,17.0,1,102,1,1/60,102.0,6.0,102.0,0,0,WI
JE Benjamin,1994-1995,2,2,12.0,0,47,1,1/22,47.0,3.91,72.0,0,0,ENG
D Birrell,2023-2023,1,1,10.0,0,54,1,1/54,54.0,5.4,60.0,0,0,JER
NE Bonner,2021-2022,6,3,10.5,0,55,1,1/29,55.0,5.07,65.0,0,0,WI
KC Brathwaite,2016-2017,10,5,25.2,0,140,1,1/56,140.0,5.52,152.0,0,0,WI
DE Budge,2018-2022,17,8,25.0,0,111,1,1/21,111.0,4.44,150.0,0,0,SCOT
LOB Cann,2006-2009,26,4,16.4,0,129,1,1/34,129.0,7.74,100.0,0,0,BER
SJ Chalmers,2009-2009,2,2,10.0,0,49,1,1/34,49.0,4.9,60.0,0,0,SCOT
S Chattergoon,2006-2009,18,4,13.2,0,48,1,1/1,48.0,3.6,80.0,0,0,WI
MT Chinouya,2013-2013,2,2,11.0,0,50,1,1/36,50.0,4.54,66.0,0,0,ZIM
MJ Cosgrove,2006-2006,3,2,5.0,0,13,1,1/1,13.0,2.6,30.0,0,0,AUS
CJ Dala,2018-2018,2,2,17.0,0,121,1,1/57,121.0,7.11,102.0,0,0,SA
TH David,2023-2023,4,1,2.0,0,20,1,1/20,20.0,10.0,12.0,0,0,AUS
Dawlat Ahmadzai,2009-2010,3,3,18.4,1,121,1,1/40,121.0,6.48,112.0,0,0,AFG
TN de Grooth,2006-2013,34,1,1.0,0,2,1,1/2,2.0,2.0,6.0,0,0,NED
JL Denly,2009-2020,16,4,17.0,0,101,1,1/24,101.0,5.94,102.0,0,0,ENG
R Dhakal,2024-2024,2,2,14.0,0,75,1,1/34,75.0,5.35,84.0,0,0,NEP
R Dhawan,2016-2016,3,3,25.0,0,160,1,1/74,160.0,6.4,150.0,0,0,IND
MS Dhoni,2004-2019,350,2,6.0,0,31,1,1/14,31.0,5.16,36.0,0,0,IND
DM Dupavillon,2020-2021,2,2,11.0,0,51,1,1/21,51.0,4.63,66.0,0,0,SA
PS Eaglestone,2008-2008,1,1,7.0,0,60,1,1/60,60.0,8.57,42.0,0,0,IRE
JE Emburey,1993-1993,3,3,24.0,1,120,1,1/42,120.0,5.0,144.0,0,0,ENG
Faisal Hossain,2004-2010,6,2,12.1,0,53,1,1/27,53.0,4.35,73.0,0,0,BAN
Fakhar Zaman,2017-2023,82,7,22.3,0,111,1,1/19,111.0,4.93,135.0,0,0,PAK
SP Fleming,1994-2007,280,3,4.5,0,28,1,1/8,28.0,5.79,29.0,0,0,NZ
MJ Fourie,2007-2008,7,5,29.5,1,128,1,1/33,128.0,4.29,179.0,0,0,IRE
AN French,2004-2004,2,2,12.0,0,67,1,1/51,67.0,5.58,72.0,0,0,HKG
D Ganesh,1997-1997,1,1,5.0,0,20,1,1/20,20.0,4.0,30.0,0,0,IND
TN Garwe,2009-2009,1,1,6.0,0,50,1,1/50,50.0,8.33,36.0,0,0,ZIM
RS Gavaskar,2004-2004,11,2,12.0,0,74,1,1/56,74.0,6.16,72.0,0,0,IND
Golam Faruq,1990-1990,1,1,4.3,0,28,1,1/28,28.0,6.22,27.0,0,0,BAN
EL Gouka,1996-1996,3,2,3.4,0,51,1,1/32,51.0,13.9,22.0,0,0,NED
K Gowtham,2021-2021,1,1,8.0,0,49,1,1/49,49.0,6.12,48.0,0,0,IND
VD Grandia,2002-2002,1,1,5.0,0,40,1,1/40,40.0,8.0,30.0,0,0,NED
RD Gudhka,2011-2011,2,2,13.0,0,60,1,1/41,60.0,4.61,78.0,0,0,KENYA
Habibul Bashar,1995-2007,111,6,29.1,0,142,1,1/31,142.0,4.86,175.0,0,0,BAN
LJ Hamilton,2005-2005,2,2,18.0,0,143,1,1/76,143.0,7.94,108.0,0,0,NZ
MJ Haslam,1992-1992,1,1,5.0,0,28,1,1/28,28.0,5.6,30.0,0,0,NZ
AW Hawkins-Kay,2023-2023,1,1,9.0,0,58,1,1/58,58.0,6.44,54.0,0,0,JER
DL Hemp,2006-2009,22,4,19.0,0,119,1,1/25,119.0,6.26,114.0,0,0,BER
RR Hendricks,2018-2023,34,3,7.0,0,47,1,1/13,47.0,6.71,42.0,0,0,SA
BJ Hodge,2005-2007,25,3,11.0,0,51,1,1/17,51.0,4.63,66.0,0,0,AUS
DL Houghton,1992-1997,51,1,2.0,0,19,1,1/19,19.0,9.5,12.0,0,0,ZIM
Ijaz Ahmed jnr,1997-1997,2,2,5.0,0,25,1,1/9,25.0,5.0,30.0,0,0,PAK
Imran Nazir,1999-2009,79,4,8.1,0,48,1,1/3,48.0,5.87,49.0,0,0,PAK
F Jansen,1996-1996,2,2,9.0,0,62,1,1/40,62.0,6.88,54.0,0,0,NED
Jatinder Singh,2019-2023,46,3,7.0,0,37,1,1/11,37.0,5.28,42.0,0,0,OMA
PS Jayaprakashdaran,2005-2005,1,1,6.0,1,21,1,1/21,21.0,3.5,36.0,0,0,SL
Joginder Sharma,2004-2007,4,4,25.0,3,115,1,1/28,115.0,4.6,150.0,0,0,IND
HR Johnson,2004-2004,2,2,10.0,1,69,1,1/26,69.0,6.9,60.0,0,0,USA
S Jyoti,2006-2010,14,4,20.0,1,90,1,1/26,90.0,4.5,120.0,0,0,CAN
VG Kambli,1991-2000,104,1,0.4,0,7,1,1/7,7.0,10.5,4.0,0,0,IND
Kashif Raza,2001-2001,1,1,5.0,0,36,1,1/36,36.0,7.2,30.0,0,0,PAK
GE Kidd,2007-2008,6,5,36.0,1,172,1,1/27,172.0,4.77,216.0,0,0,IRE
D Lakshan,2021-2022,3,3,11.0,0,76,1,1/43,76.0,6.9,66.0,0,0,SL
J Liyanage,2024-2024,9,7,21.2,1,129,1,1/17,129.0,6.04,128.0,0,0,SL
JL Louw,2003-2003,1,1,10.0,0,60,1,1/60,60.0,6.0,60.0,0,0,NAM
DJ Malan,2019-2023,30,2,2.3,0,17,1,1/5,17.0,6.8,15.0,0,0,ENG
G Malla,2018-2023,37,2,3.0,0,18,1,1/6,18.0,6.0,18.0,0,0,NEP
Maninder Singh,1993-1993,2,2,18.0,0,108,1,1/62,108.0,6.0,108.0,0,0,IND
SV Manjrekar,1990-1996,67,3,1.2,0,10,1,1/2,10.0,7.5,8.0,0,0,IND
Mansoor Amjad,2008-2008,1,1,8.0,1,44,1,1/44,44.0,5.5,48.0,0,0,PAK
AW Mathieson,2015-2015,1,1,4.0,0,40,1,1/40,40.0,10.0,24.0,0,0,NZ
Matiullah Khan,2023-2023,1,1,5.0,0,37,1,1/37,37.0,7.4,30.0,0,0,UAE
DES Maxwell,2006-2007,10,3,12.0,0,70,1,1/23,70.0,5.83,72.0,0,0,CAN
T Mishra,2006-2013,42,2,1.3,0,12,1,1/6,12.0,8.0,9.0,0,0,KENYA
Mohammad Abbas,2019-2019,3,3,27.0,0,153,1,1/44,153.0,5.66,162.0,0,0,PAK
Mohammad Yousuf,1998-2010,288,2,0.2,0,1,1,1/0,1.0,3.0,2.0,0,0,PAK
Mujahid Jamshed,1997-1997,4,1,4.0,1,6,1,1/6,6.0,1.5,24.0,0,0,PAK
W Mwayenga,2002-2004,3,3,21.0,2,157,1,1/61,157.0,7.47,126.0,0,0,ZIM
D Myers,2021-2022,5,1,2.0,0,13,1,1/13,13.0,6.5,12.0,0,0,ZIM
DP Nannes,2009-2009,1,1,7.0,1,20,1,1/20,20.0,2.85,42.0,0,0,AUS
Najmul Hossain Shanto,2018-2024,45,6,13.2,0,75,1,1/10,75.0,5.62,80.0,0,0,BAN
A Ndlovu,2019-2019,2,2,17.0,0,80,1,1/29,80.0,4.7,102.0,0,0,ZIM
Neeyamur Rashid,1999-1999,2,2,13.0,2,66,1,1/46,66.0,5.07,78.0,0,0,BAN
AA Noffke,2008-2008,1,1,9.0,0,46,1,1/46,46.0,5.11,54.0,0,0,AUS
MP O'Dowd,2019-2024,46,6,12.3,0,75,1,1/16,75.0,6.0,75.0,0,0,NED
SD Outerbridge,2006-2009,23,7,20.0,2,94,1,1/11,94.0,4.7,120.0,0,0,BER
JS Paris,2016-2016,2,2,16.0,0,93,1,1/40,93.0,5.81,96.0,0,0,AUS
DA Payne,2022-2022,1,1,9.0,1,38,1,1/38,38.0,4.22,54.0,0,0,ENG
AJ Penn,1997-2001,5,5,26.3,1,201,1,1/50,201.0,7.58,159.0,0,0,NZ
K Pierre,2019-2020,3,3,26.0,0,158,1,1/50,158.0,6.07,156.0,0,0,WI
TJG Pringle,2022-2022,4,4,33.1,1,221,1,1/51,221.0,6.66,199.0,0,0,NED
PM Pushpakumara,2017-2017,2,2,19.0,0,105,1,1/40,105.0,5.52,114.0,0,0,SL
S Ramesh,1999-1999,24,3,6.0,0,38,1,1/23,38.0,6.33,36.0,0,0,IND
N Ranatunga,1993-1993,2,2,17.0,0,82,1,1/33,82.0,4.82,102.0,0,0,SL
SHA Rance,2017-2017,2,2,17.3,1,110,1,1/44,110.0,6.28,105.0,0,0,NZ
U Ranchod,1992-1993,3,3,29.0,3,130,1,1/44,130.0,4.48,174.0,0,0,ZIM
NLK Ratnayake,1990-1990,1,1,7.0,0,39,1,1/39,39.0,5.57,42.0,0,0,SL
SS Raul,1998-1998,2,2,6.0,1,27,1,1/13,27.0,4.5,36.0,0,0,IND
Ravi Bishnoi,2022-2022,1,1,8.0,0,69,1,1/69,69.0,8.62,48.0,0,0,IND
Raza-ur-Rehman,2013-2014,6,5,20.2,1,128,1,1/59,128.0,6.29,122.0,0,0,CAN
Raza Hasan,2014-2014,1,1,10.0,0,68,1,1/68,68.0,6.8,60.0,0,0,PAK
CA Reid,2004-2004,2,2,13.0,0,63,1,1/37,63.0,4.84,78.0,0,0,USA
RB Reid,1991-1991,7,1,1.1,0,13,1,1/13,13.0,11.14,7.0,0,0,NZ
Rishad Hossain,2023-2024,3,3,21.2,0,117,1,1/51,117.0,5.48,128.0,0,0,BAN
CP Rizwan,2019-2024,42,5,9.4,0,50,1,1/19,50.0,5.17,58.0,0,0,UAE
RJ Robinson,2007-2009,3,3,23.0,0,170,1,1/57,170.0,7.39,138.0,0,0,BER
TS Roland-Jones,2017-2017,1,1,7.0,2,34,1,1/34,34.0,4.85,42.0,0,0,ENG
LC Romero,2004-2004,2,1,4.0,0,52,1,1/52,52.0,13.0,24.0,0,0,USA
RR Rossouw,2014-2016,36,3,7.3,0,44,1,1/17,44.0,5.86,45.0,0,0,SA
SE Rutherford,2023-2023,3,1,4.0,0,24,1,1/24,24.0,6.0,24.0,0,0,WI
Sameer Zia,2004-2004,1,1,10.0,0,44,1,1/44,44.0,4.4,60.0,0,0,UAE
Saqib Ali,2008-2014,5,2,10.0,0,57,1,1/44,57.0,5.7,60.0,0,0,UAE
Saud Shakeel,2021-2023,15,3,7.5,0,37,1,1/14,37.0,4.72,47.0,0,0,PAK
Sayed Shirzad,2019-2019,2,1,8.0,0,56,1,1/56,56.0,7.0,48.0,0,0,AFG
BN Schultz,1992-1992,1,1,9.0,1,35,1,1/35,35.0,3.88,54.0,0,0,SA
BB Seebaran,2003-2003,4,3,18.0,0,130,1,1/61,130.0,7.22,108.0,0,0,CAN
Shahid Ahmadzai,2024-2024,3,3,28.0,5,94,1,1/26,94.0,3.35,168.0,0,0,CAN
Shahnawaz Dahani,2022-2022,2,2,16.0,0,73,1,1/36,73.0,4.56,96.0,0,0,PAK
Shehzad Altaf,1996-1996,2,2,13.0,3,37,1,1/15,37.0,2.84,78.0,0,0,UAE
M Shezi,2014-2014,1,1,6.0,2,8,1,1/8,8.0,1.33,36.0,0,0,SA
Shoaib Mohammad,1990-1993,10,4,8.1,0,54,1,1/14,54.0,6.61,49.0,0,0,PAK
LR Shukla,1999-1999,3,3,19.0,0,94,1,1/25,94.0,4.94,114.0,0,0,IND
LPC Silva,1999-2011,75,2,7.0,1,33,1,1/21,33.0,4.71,42.0,0,0,SL
LMP Simmons,2006-2015,68,12,26.0,0,172,1,1/3,172.0,6.61,156.0,0,0,WI
RK Singh,2023-2023,2,1,1.0,0,2,1,1/2,2.0,2.0,6.0,0,0,IND
RAJ Smith,2016-2016,2,2,15.0,0,97,1,1/34,97.0,6.46,90.0,0,0,SCOT
Sohaib Maqsood,2013-2021,29,4,9.0,0,42,1,1/16,42.0,4.66,54.0,0,0,PAK
VS Solanki,2000-2006,51,7,18.3,0,105,1,1/17,105.0,5.67,111.0,0,0,ENG
GM Strydom,2006-2006,12,4,11.0,0,61,1,1/28,61.0,5.54,66.0,0,0,ZIM
R Strydom,2008-2008,9,1,8.0,0,63,1,1/63,63.0,7.87,48.0,0,0,IRE
Subashis Roy,2016-2016,1,1,10.0,1,45,1,1/45,45.0,4.5,60.0,0,0,BAN
Surya Tamang,2024-2024,2,2,15.0,1,78,1,1/46,78.0,5.2,90.0,0,0,NEP
Syed Maqsood,2004-2004,2,2,11.0,0,84,1,1/60,84.0,7.63,66.0,0,0,UAE
Tanvir Mehdi,1992-1992,1,1,11.0,0,72,1,1/72,72.0,6.54,66.0,0,0,PAK
Taufeeq Umar,2001-2011,22,3,12.0,0,85,1,1/49,85.0,7.08,72.0,0,0,PAK
GJ Thompson,2008-2008,3,3,12.0,0,73,1,1/35,73.0,6.08,72.0,0,0,IRE
CK Tshuma,2020-2020,2,2,11.0,1,83,1,1/35,83.0,7.54,66.0,0,0,ZIM
Tushar Imran,2001-2007,41,5,21.0,0,103,1,1/24,103.0,4.9,126.0,0,0,BAN
Umair Ali,2015-2015,2,2,18.0,1,125,1,1/65,125.0,6.94,108.0,0,0,UAE
Usman Ghani,2014-2022,17,2,6.2,0,34,1,1/21,34.0,5.36,38.0,0,0,AFG
Usman Qadir,2021-2021,1,1,9.0,0,48,1,1/48,48.0,5.33,54.0,0,0,PAK
HE van der Dussen,2019-2023,62,1,1.0,0,3,1,1/3,3.0,3.0,6.0,0,0,SA
BO van Rooi,2003-2003,3,3,20.0,0,119,1,1/24,119.0,5.95,120.0,0,0,NAM
MA Vermeulen,2000-2009,43,1,0.5,0,5,1,1/5,5.0,6.0,5.0,0,0,ZIM
M Vijay,2010-2015,17,2,6.0,0,37,1,1/19,37.0,6.16,36.0,0,0,IND
JM Vince,2015-2023,25,2,7.0,0,38,1,1/18,38.0,5.42,42.0,0,0,ENG
L Vincent,2001-2007,102,3,3.2,1,25,1,1/0,25.0,7.5,20.0,0,0,NZ
Waheed Ahmed,2019-2021,7,6,20.0,0,94,1,1/20,94.0,4.7,120.0,0,0,UAE
Wasim Haider,1992-1992,3,3,19.0,1,79,1,1/36,79.0,4.15,114.0,0,0,PAK
S Weerakoon,2012-2012,2,1,10.0,0,49,1,1/49,49.0,4.9,60.0,0,0,SL
BA Westdijk,2011-2011,4,4,26.0,0,195,1,1/56,195.0,7.5,156.0,0,0,NED
B White,2023-2023,2,2,18.0,0,118,1,1/59,118.0,6.55,108.0,0,0,IRE
SC Williams,1994-1999,57,1,4.0,0,30,1,1/30,30.0,7.5,24.0,0,0,WI
DJ Worrall,2016-2016,3,3,26.2,0,171,1,1/43,171.0,6.49,158.0,0,0,AUS
J Yadav,2016-2022,2,2,14.0,0,61,1,1/8,61.0,4.35,84.0,0,0,IND
BE Young,1998-1999,6,5,39.0,0,251,1,1/26,251.0,6.43,234.0,0,0,AUS
Zain Abbas,2008-2008,1,1,6.0,0,56,1,1/56,56.0,9.33,36.0,0,0,HKG
Zakir Khan,1990-1990,3,3,19.4,0,86,1,1/41,86.0,4.37,118.0,0,0,PAK
